Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
20388,Scotch Day at Kennywood,John Kane,2982.0,1933,Oil on canvas,"19 7/8 x 27 1/8"" (50.5 x 68.9 cm)",Gift of Mr. and Mrs. Albert Lewin,504.1953,Painting,Painting & Sculpture,1953-12-09,Y,79849,,,,50.5,,,68.9,,"American, born Scotland. 1860–1934",American,Male,1860.0,1934.0
20389,Untitled,Agustín Fernández,1854.0,1964,Oil on canvas,"49 x 48 1/2"" (124.2 x 123.4 cm)",Inter-American Fund,504.1965,Painting,Painting & Sculpture,1965-06-08,Y,79851,,,,124.2,,,123.4,,"Cuban, 1928–2006",Cuban,Male,1928.0,2006.0
20390,The Italians,Cy Twombly,5988.0,"Rome, January 1961","Oil, pencil, and crayon on canvas","6' 6 5/8"" x 8' 6 1/4"" (199.5 x 259.6 cm)",Blanchette Hooker Rockefeller Fund,504.1969,Painting,Painting & Sculpture,1969-06-10,Y,79852,,,,199.5,,,259.6,,"American, 1928–2011",American,Male,1928.0,2011.0
20391,Still Life Painting,Jim Dine,1547.0,1962,Oil on canvas with partly painted toothbrushes in plastic glass on metal holder,"35 7/8 x 24 1/4 x 4 1/4"" (91.2 x 61.7 x 10.8 cm)",Gift of Philip Johnson,504.1970,Painting,Painting & Sculpture,1970-11-10,Y,79853,,10.8,,91.2,,,61.7,,"American, born 1935",American,Male,1935.0,0.0
20392,Moon,Philip Guston,2419.0,1979,Oil on canvas,"69"" x 6' 8 1/8"" (175.3 x 203.5 cm)",Gift of Philip Johnson,504.1998,Painting,Painting & Sculpture,1998-06-11,Y,79854,,,,175.3,,,203.5,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
20393,Masks Confronting Death,James Ensor,1739.0,1888,Oil on canvas,"32 x 39 1/2"" (81.3 x 100.3 cm)",Mrs. Simon Guggenheim Fund,505.1951,Painting,Painting & Sculpture,1951-09-28,Y,79855,,,,81.3,,,100.3,,"Belgian, 1860–1949",Belgian,Male,1860.0,1949.0
20394,The Huntsman,Henri Le Fauconnier,3427.0,1912,Oil on canvas,"62 1/4 x 46 3/8"" (158.1 x 117.8 cm)",Gift of Mr. and Mrs. Leo Lionni,505.1953,Painting,Painting & Sculpture,1953-12-31,Y,79856,,,,158.1,,,117.8,,"French, 1881–1946",French,Male,1881.0,1946.0
20395,Tablet Number 84,Eleanore Mikus,3975.0,1964,Synthetic polymer paint on board,"51 5/8 x 35 7/8"" (131.1 x 90.9 cm)",Gift of Louise Nevelson,505.1965,Painting,Painting & Sculpture,1965-06-08,Y,79858,,,,131.1,,,90.9,,"American, 1927–2017",American,Female,1927.0,2017.0
20396,Number Four,Esteban Vicente,6147.0,1956,Oil on canvas,"52 3/8 x 64 1/8"" (132.8 x 162.7 cm)",Gift of Mrs. Esteban Vicente,505.1969,Painting,Painting & Sculpture,1969-06-10,Y,79859,,,,132.8,,,162.7,,"American, born Spain. 1903–2001",American,Male,1903.0,2001.0
20398,End Paper,Jasper Johns,2923.0,1976,"Oil on canvas, two panels","60 1/8 x 69 5/8"" (152.7 x 176.9 cm)",Gift of Philip Johnson,505.1998.a-b,Painting,Painting & Sculpture,1998-06-11,Y,79861,,,,152.7,,,176.8,,"American, born 1930",American,Male,1930.0,0.0
20399,Woman on a High Stool (Germaine Raynal),Henri Matisse,3832.0,"Paris, quai Saint-Michel, early 1914",Oil on canvas,"57 7/8 x 37 5/8"" (147 x 95.5 cm)",Gift and bequest of Florene M. Schoenborn and Samuel A. Marx,506.1964,Painting,Painting & Sculpture,1964-06-15,Y,79863,,,,147.0,,,95.5,,"French, 1869–1954",French,Male,1869.0,1954.0
20400,Summer,Jasper Johns,2923.0,1985,Encaustic on canvas,"6' 3"" x 50"" (190.5 x 127 cm)",Gift of Philip Johnson,506.1998,Painting,Painting & Sculpture,1998-06-11,Y,79864,,,,190.5,,,127.0,,"American, born 1930",American,Male,1930.0,0.0
20401,The City Rises,Umberto Boccioni,624.0,1910,Oil on canvas,"6' 6 1/2"" x 9' 10 1/2"" (199.3 x 301 cm)",Mrs. Simon Guggenheim Fund,507.1951,Painting,Painting & Sculpture,1951-11-21,Y,79865,,,,199.3,,,301.0,,"Italian, 1882–1916",Italian,Male,1882.0,1916.0
20402,Goldfish and Palette,Henri Matisse,3832.0,"Paris, quai Saint-Michel, late November 1914-spring 1915",Oil on canvas,"57 3/4 x 44 1/4"" (146.5 x 112.4 cm)",Gift and bequest of Florene M. Schoenborn and Samuel A. Marx,507.1964,Painting,Painting & Sculpture,1964-06-15,Y,79866,,,,146.5,,,112.4,,"French, 1869–1954",French,Male,1869.0,1954.0
20403,Optical Number 9,Harold Barling Town,5913.0,1964,Oil and synthetic polymer paint on canvas,"60 x 60"" (152.5 x 152.5 cm)",Gift of J. G. McClelland,507.1965,Painting,Painting & Sculpture,1965-06-08,Y,79867,,,,152.5,,,152.5,,"Canadian, 1924–1991",Canadian,Male,1924.0,1991.0
20404,Alniam,Paul Feeley,1825.0,1964,Synthetic polymer paint on canvas,"59 3/8 x 59 3/8"" (150.6 x 150.7 cm)",Gift of Philip Johnson,507.1970,Painting,Painting & Sculpture,1970-11-10,Y,79868,,,,150.6,,,150.7,,"American, 1910–1966",American,Male,1910.0,1966.0
20405,Nabaye Tabastan for L.T. & R.,Pat Steir,5637.0,1974,"Oil, pencil, and metalic paint on canvas",7' x 7' (213.3 x 213.3 cm),Gift of Lorna Hyde de Wangen,507.1984,Painting,Painting & Sculpture,1984-12-11,Y,79869,,,,213.3,,,213.3,,"American, born 1940",American,Female,1940.0,0.0
20406,Untitled XIX,Willem de Kooning,3213.0,1977,Oil on canvas,"6' 7 3/4"" x 70"" (202.6 x 177.8 cm)",Gift of Philip Johnson,507.1998,Painting,Painting & Sculpture,1998-06-11,Y,79870,,,,202.6,,,177.8,,"American, born the Netherlands. 1904–1997",American,Male,1904.0,1997.0
20407,"Still Life after Jan Davidsz. de Heem's ""La Desserte""",Henri Matisse,3832.0,"Issy-les-Moulineaux, summer-fall 1915",Oil on canvas,"71 1/4"" x 7' 3"" (180.9 x 220.8 cm)",Gift and bequest of Florene M. Schoenborn and Samuel A. Marx,508.1964,Painting,Painting & Sculpture,1964-06-15,Y,79872,,,,180.9,,,220.8,,"French, 1869–1954",French,Male,1869.0,1954.0
20408,The City,Maria Helena Vieira da Silva,6152.0,1950-51,Oil on canvas,"38 3/8 x 51"" (97.3 x 129.4 cm)",Gift of Mrs. Gilbert W. Chapman,508.1965,Painting,Painting & Sculpture,1965-06-08,Y,79873,,,,97.3,,,129.4,,"French, born Portugal. 1908–1992",French,Female,1908.0,1992.0
20409,Spatial Concept: Expectation,Lucio Fontana,1930.0,1960,Slashed canvas and gauze,"39 1/2 x 31 5/8"" (100.3 x 80.3 cm)",Gift of Philip Johnson,508.1970,Painting,Painting & Sculpture,1970-11-10,Y,79874,,,,100.3,,,80.3,,"Italian, born Argentina. 1899–1968",Italian,Male,1899.0,1968.0
20410,Gray Scrambled Double Square,Frank Stella,5640.0,1964,Alkyd on canvas,"69"" x 11'  6 1/4"" (175.2 x 351.2 cm)",Gift of Celeste and Armand P. Bartos,508.1984,Painting,Painting & Sculpture,1984-12-11,Y,79875,,,,175.2,,,351.1557023114,,"American, born 1936",American,Male,1936.0,0.0
20411,Untitled V,Willem de Kooning,3213.0,1982,Oil on canvas,"6' 8"" x 70"" (203.2 x 177.8 cm)",Gift of Philip Johnson,508.1998,Painting,Painting & Sculpture,1998-06-11,Y,79876,,,,203.2,,,177.8,,"American, born the Netherlands. 1904–1997",American,Male,1904.0,1997.0
20412,Untitled,James Rosenquist,5021.0,1980,Oil on canvas,"6' 6 1/8"" x 66"" (198.4 x 167.6 cm)",Gift of Philip Johnson,509.1998,Painting,Painting & Sculpture,1998-06-11,Y,79877,,,,198.4,,,167.6,,"American, 1933–2017",American,Male,1933.0,2017.0
20413,My Mother Reading the Newspaper,Ivo Pannaggi,4484.0,c. 1922,Oil on canvas on board,"11 1/8 x 10 1/4"" (28.3 x 26 cm)",Gift of Mario da Silva,510.1951,Painting,Painting & Sculpture,1951-11-21,Y,79878,,,,28.3,,,26.0,,"Italian, 1901–1981",Italian,Male,1901.0,1981.0
20414,Trafalgar Square,Piet Mondrian,4057.0,1939-43,Oil on canvas,"57 1/4 x 47 1/4"" (145.2 x 120 cm)",Gift of Mr. and Mrs. William A. M. Burden,510.1964,Painting,Painting & Sculpture,1964-06-15,Y,79879,,,,145.2,,,120.0,,"Dutch, 1872–1944",Dutch,Male,1872.0,1944.0
20415,Lady Dog Lizard,James Rosenquist,5021.0,1985,"Oil on canvas, two panels","Overall 9' 11 7/8"" x 9' 11 7/8"" (304.5 x 304.5 cm)",Gift of Philip Johnson,510.1998.a-b,Painting,Painting & Sculpture,1998-06-11,Y,79880,,,,304.5,,,304.5,,"American, 1933–2017",American,Male,1933.0,2017.0
20416,Carnival,Alton Pickens,4613.0,1949,Oil on canvas,"54 5/8 x 40 3/8"" (138.7 x 102.6 cm)",Gift of Lincoln Kirstein,511.1951,Painting,Painting & Sculpture,1951-11-21,Y,79881,,,,138.7,,,102.6,,"American, 1917–1991",American,Male,1917.0,1991.0
20417,The Wedding,Louis Vivin,6175.0,c. 1925,Oil on canvas,"18 1/4 x 21 5/8"" (46.3 x 54.9 cm)",Gift of Mr. and Mrs. Peter A. Rübel,512.1951,Painting,Painting & Sculpture,1951-11-21,Y,79882,,,,46.3,,,54.9,,"French, 1861–1936",French,Male,1861.0,1936.0
20418,S&H Green Stamps,Andy Warhol,6246.0,1962,Silkscreen ink on synthetic polymer paint on canvas,"71 3/4 x 53 3/4"" (182.3 x 136.6 cm)",Gift of Philip Johnson,512.1998,Painting,Painting & Sculpture,1998-06-11,Y,79885,,,,182.2,,,136.5,,"American, 1928–1987",American,Male,1928.0,1987.0
20419,Garden II,Richard Artschwager,19.0,1974,"Synthetic polymer paint on board, three panels","Overall 6' 5/8"" x 13' 3 5/8"" (184.6 x 405.5 cm)",Gift of the Lauder Foundation in memory of J. Frederic Byers III,513.1978.a-c,Painting,Painting & Sculpture,1978-10-10,Y,79888,,,,184.8,,,135.3,,"American, 1923–2013",American,Male,1923.0,2013.0
20420,Self-Portrait,Andy Warhol,6246.0,1966,Silkscreen ink on synthetic polymer paint on nine canvases,"Each canvas 22 1/2 x 22 1/2"" (57.2 x 57.2 cm), overall 67 5/8 x 67 5/8"" (171.7 x 171.7 cm)",Gift of Philip Johnson,513.1998.a-i,Painting,Painting & Sculpture,1998-06-11,Y,79889,,,,171.8,,,171.8,,"American, 1928–1987",American,Male,1928.0,1987.0
20421,Red Bird,Agnes Martin,3787.0,1964,Synthetic polymer paint and colored pencil on canvas,"71 1/8 x 71 1/8"" (180.5 x 180.5 cm)",Gift of Philip Johnson,514.1970,Painting,Painting & Sculpture,1970-11-10,Y,79891,,,,180.5,,,180.5,,"American, born Canada. 1912–2004",American,Female,1912.0,2004.0
20422,With My Back to the World,Agnes Martin,3787.0,1997,"Synthetic polymer paint on canvas, six panels","Each 60 x 60"" (152.5 x 152.5 cm)",Fractional and promised gift of the Ovitz Family Collection,514.1998.a-f,Painting,Painting & Sculpture,1998-07-01,Y,79892,,,,152.4,,,152.4,,"American, born Canada. 1912–2004",American,Female,1912.0,2004.0
20423,Red and Black,Roger Bissière,574.0,1952,Oil and egg tempera on canvas,"42 1/2 x 26 3/4"" (107.9 x 67.8 cm)",Gift of Miss Darthea Speyer,515.1961,Painting,Painting & Sculpture,1965-12-08,Y,79893,,,,107.9,,,67.8,,"French, 1888–1964",French,Male,1888.0,1964.0
20424,Seated Woman,Pablo Picasso,4609.0,"Paris, 1927",Oil on wood,"51 1/8 x 38 1/4"" (129.9 x 96.8 cm)",Gift of James Thrall Soby,516.1961,Painting,Painting & Sculpture,1962-12-12,Y,79895,,,,129.9,,,96.8,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
20425,Document,Robert Morris,4108.0,1963,Typed and notarized statement on paper and sheet of lead mounted in imitation leather mat,"17 5/8 x 23 3/4"" (44.8 x 60.4 cm)",Gift of Philip Johnson,516.1970,Painting,Painting & Sculpture,1970-11-10,Y,79897,,,,44.8,,,60.4,,"American, 1931–2018",American,Male,1931.0,2018.0
20426,Repetitious Visitation,Ross Bleckner,597.0,1987,Oil on canvas,"9' 5 1/4"" x 7' (287.5 x 213.3 cm)",Gift of Douglas S. Cramer,520.1987,Painting,Painting & Sculpture,1987-12-07,Y,79905,,,,287.5,,,213.3,,"American, born 1949",American,Male,1949.0,0.0
20427,Untitled,Michael Venezia,6128.0,"March 7, 1977","Pigment, powdered metals, and glass on canvas","24 1/2"" x 10' (63 x 305 cm)",Gilman Foundation Fund and purchase,521.1978,Painting,Painting & Sculpture,1978-10-10,Y,79907,,,,63.0,,,305.0,,"American, born 1935",American,Male,1935.0,0.0
20428,Numinous I,John Walker,6220.0,1977-78,"Synthetic polymer paint, oil, powdered chalk and pigment, and canvas appliqué on canvas",10 x 8' (304.8 x 203.7 cm),Gift of Henry J. and Maryann Werronen,522.1978,Painting,Painting & Sculpture,1978-10-10,Y,79909,,,,304.8,,,203.7,,"British, born 1939",British,Male,1939.0,0.0
20429,What Is Painting,John Baldessari,304.0,1966-68,Acrylic on canvas,"67 3/4 x 56 3/4"" (172.1 x 144.1 cm)","Gift of Donald L. Bryant, Jr.",522.1998,Painting,Painting & Sculpture,1998-10-13,Y,79910,,,,172.1,,,144.1,,"American, 1931-2020",American,Male,1931.0,2020.0
20430,Kappa I,Jack Whitten,6351.0,1976,Acrylic and methyl cellulose on canvas,"6' 4"" x 64"" (193 x 162.6 cm)",Gift of Mr. and Mrs. Lawrence Levine,523.1978,Painting,Painting & Sculpture,1978-10-10,Y,79913,,,,193.0,,,162.6,,"American, 1939–2018",American,Male,1939.0,2018.0
20431,Upside Down Ada,Alex Katz,3016.0,1965,Oil on canvas,"51 3/8 x 64"" (130.6 x 162.6 cm)",Gift of Agnes Gund,524.1998,Painting,Painting & Sculpture,1998-10-13,Y,79914,,,,130.5,,,162.6,,"American, born 1927",American,Male,1927.0,0.0
20432,Keeper,Annette Lemieux,3474.0,1987,Oil on canvas,"8' 6 1/4"" x 6' 1/4"" (252.7 x 183.4 cm)",The Millstream Fund,525.1987,Painting,Painting & Sculpture,1987-12-07,Y,79916,,,,252.7,,,183.4,,"American, born 1957",American,Female,1957.0,0.0
20433,Untitled,László Moholy-Nagy,4048.0,1942,Oil on incised and flawed plexiglass,"23 1/8 x 18 1/8"" (58.7 x 46 cm)",Gift of Mrs. Katharine Kuh,526.1961,Painting,Painting & Sculpture,1961-12-13,Y,79917,,,,58.7,,,46.0,,"American, born Hungary. 1895–1946",American,Male,1895.0,1946.0
20434,Wald-Variation III,Per Kirkeby,3118.0,1989,Oil on canvas,"6' 6 1/2"" x 51 1/8"" (199.4 x 129.9 cm)",Gift of The Harriet Ames Charitable Trust,526.1992,Painting,Painting & Sculpture,1992-12-07,Y,79918,,,,199.4,,,129.9,,"Danish, 1938–2018",Danish,Male,1938.0,2018.0
20435,Campbell's Soup,Andy Warhol,6246.0,1966,Felt,"90 1/2 x 56 1/4"" (229.7 x 142.9 cm)",Gift of Philip Johnson,527.1970,Painting,Painting & Sculpture,1970-11-10,Y,79920,,,,229.9,,,142.9,,"American, 1928–1987",American,Male,1928.0,1987.0
20436,Onement III,Barnett Newman,4285.0,1949,Oil on canvas,"71 7/8 x 33 1/2"" (182.5 x 84.9 cm)",Gift of Mr. and Mrs. Joseph Slifka,527.1971,Painting,Painting & Sculpture,1971-10-12,Y,79921,,,,182.5,,,84.9,,"American, 1905–1970",American,Male,1905.0,1970.0
20437,Agapanthus,Claude Monet,4058.0,1914-26,Oil on canvas,"6' 6"" x 70 1/4"" (198.2 x 178.4 cm)",Gift of Sylvia Slifka in memory of Joseph Slifka,527.1992,Painting,Painting & Sculpture,1992-12-07,Y,79922,,,,198.2,,,178.4,,"French, 1840–1926",French,Male,1840.0,1926.0
20438,A Thousand Flowers,Arthur B. Davies,1402.0,n.d.,Wool,"42 x 70 1/2"" (106.7 x 179.1 cm)",Gift of Abby Aldrich Rockefeller,528.1941,Painting,Painting & Sculpture,1941-12-10,Y,79924,,,,106.7,,,179.1,,"American, 1862–1928",American,Male,1862.0,1928.0
20439,VI:XXXII,David Novros,4341.0,1966 (repainted in 1990),"Vinyl lacquer paint on shaped canvases, six parts","14' 7 1/4"" x 6' 9 3/4"" (445.1 x 207.6 cm)",Gift of Charles Cowles,528.1971.a-f,Painting,Painting & Sculpture,1971-10-12,Y,79925,,,,445.1,,,207.6,,"American, born 1941",American,Male,1941.0,0.0
20440,Slims,Grégoire Müller,4149.0,1987,Oil on canvas,"55"" x 8' 7 3/8"" (139.7 x 293 cm)",Jerry I. Speyer Fund and The Millstream Fund,528.1987,Painting,Painting & Sculpture,1987-12-07,Y,79926,,,,139.7,,,262.6,,"Swiss, born 1947",Swiss,Male,1947.0,0.0
20441,Phantasy II,Norman Lewis,3524.0,"September 23, 1946",Oil on canvas,"28 1/8 x 35 7/8"" (71.4 x 91.2 cm)",Gift of The Friends of Education of The Museum of Modern Art,528.1998,Painting,Painting & Sculpture,1998-10-13,Y,79927,,,,71.4,,,91.1,,"American, 1909–1979",American,Male,1909.0,1979.0
20442,Woman in an Armchair,Pablo Picasso,4609.0,"Mougins, 1961-62",Oil on canvas,"63 7/8 x 51 1/8"" (162.3 x 129.8 cm)",Gift of Mr. and Mrs. David Rockefeller,529.1964,Painting,Painting & Sculpture,1964-06-15,Y,79928,,,,162.3,,,129.8,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
20443,Untitled,Norman Lewis,3524.0,1949,Oil on canvas,"26 7/8 x 31 7/8"" (68.3 x 81 cm)",Gift of The Friends of Education of The Museum of Modern Art,529.1998,Painting,Painting & Sculpture,1998-10-13,Y,79929,,,,68.3,,,81.0,,"American, 1909–1979",American,Male,1909.0,1979.0
20444,Flowers,Jean Fautrier,1815.0,c. 1927,Oil on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Gift of A. Conger Goodyear,530.1941,Painting,Painting & Sculpture,1941-12-10,Y,79931,,,,65.1,,,54.0,,"French, 1898–1964",French,Male,1898.0,1964.0
20445,The Lovers,René Magritte,3692.0,Paris 1928,Oil on canvas,"21 3/8 x 28 7/8"" (54 x 73.4 cm)",Gift of Richard S. Zeisler,530.1998,Painting,Painting & Sculpture,1998-10-13,Y,79933,,,,54.3,,,73.3,,"Belgian, 1898–1967",Belgian,Male,1898.0,1967.0
20446,Untitled,David Prentice,4728.0,1967,"Synthetic polymer paint on canvas, in five parts","6' x 10' 1/2"" (182.9 x 306 cm)",Gift of Charles Cowles,532.1971.a-e,Painting,Painting & Sculpture,1971-10-12,Y,79937,,,,182.9,,,306.0,,"American, born 1943",American,Male,1943.0,0.0
20447,Tournament,Adolph Gottlieb,2268.0,1951,Oil on canvas,"60 1/8"" x 6' 1/8"" (152.6 x 183 cm)",Gift of Esther Gottlieb,532.1984,Painting,Painting & Sculpture,1984-12-11,Y,79938,,,,152.6,,,183.0,,"American, 1903–1974",American,Male,1903.0,1974.0
20448,Untitled (Orange Painting),Robert Ryman,5098.0,1955 and 1959,Oil on canvas,"28 1/8 x 28 1/8"" (71.4 x 71.4 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder in honor of David Rockefeller on his 100th birthday,532.1998,Painting,Painting & Sculpture,1998-10-13,Y,79939,,,,71.4,,,71.4,,"American, 1930–2019",American,Male,1930.0,2019.0
20449,Gothic,Jackson Pollock,4675.0,1944,Oil on canvas,"7' 5/8"" x 56"" (215.5 x 142.1 cm)",Bequest of Lee Krasner,533.1984,Painting,Painting & Sculpture,1980-04-09,Y,79942,,,,215.5,,,142.1,,"American, 1912–1956",American,Male,1912.0,1956.0
20450,Portrait of My Mother,Florine Stettheimer,5657.0,1925,Oil on canvas,"38 3/8 x 26 5/8"" (97.3 x 67.3 cm)",Barbara S. Adler Bequest,534.1971,Painting,Painting & Sculpture,1971-10-12,Y,79944,,,,97.3,,,67.3,,"American, 1871–1944",American,Female,1871.0,1944.0
20451,Manchester Valley,Joseph Pickett,4614.0,1914-18?,Oil with sand on canvas,"45 1/2 x 60 5/8"" (115.4 x 153.7 cm)",Gift of Abby Aldrich Rockefeller,541.1939,Painting,Painting & Sculpture,1939-08-24,Y,79950,,,,115.4,,,153.7,,"American, 1848–1918",American,Male,1848.0,1918.0
20452,Sackcloth 1953,Alberto Burri,884.0,1953,Burlap and thread on canvas,"33 7/8 x 39 3/8"" (86 x 100 cm)",Mr. and Mrs. David M. Solinger Fund,542.1954,Painting,Painting & Sculpture,1954-12-16,Y,79951,,,,86.0,,,100.0,,"Italian, 1915–1995",Italian,Male,1915.0,1995.0
20453,Salt Shaker,Stuart Davis,1412.0,1931,Oil on canvas,"49 7/8 x 32"" (126.5 x 81.2 cm)",Gift of Edith Gregor Halpert,543.1954,Painting,Painting & Sculpture,1954-12-16,Y,79952,,,,126.5,,,81.2,,"American, 1892–1964",American,Male,1892.0,1964.0
20454,Portrait of a Woman,Lucian Freud,1993.0,1949,Oil on canvas,"16 1/8 x 12"" (41 x 30.5 cm)",Gift of Lincoln Kirstein,546.1954,Painting,Painting & Sculpture,1954-12-16,Y,79954,,,,41.0,,,30.5,,"British, born Germany. 1922–2011",British,Male,1922.0,2011.0
20455,Self-Portrait with a Model,George Grosz,2374.0,1928,Oil on canvas,"45 1/2 x 29 3/4"" (115.6 x 75.6 cm)",Gift of Mr. and Mrs. Leo Lionni,548.1954,Painting,Painting & Sculpture,1954-12-16,Y,79955,,,,115.6,,,75.6,,"American, born Germany. 1893–1959",American,Male,1893.0,1959.0
20456,Sheep on a Cliff,Wallace Putnam,4761.0,1952,Oil on board,"16 1/8 x 30 3/8"" (41 x 77.2 cm)",Given anonymously,552.1954,Painting,Painting & Sculpture,1954-12-16,Y,79956,,,,41.0,,,77.2,,"American, 1899–1989",American,Male,1899.0,1989.0
20457,The Rose Marble Table,Henri Matisse,3832.0,"Issy-les-Moulineaux, spring-summer 1917",Oil on canvas,"57 1/2 x 38 1/4"" (146 x 97 cm)",Mrs. Simon Guggenheim Fund,554.1956,Painting,Painting & Sculpture,1956-11-08,Y,79957,,,,146.0,,,97.0,,"French, 1869–1954",French,Male,1869.0,1954.0
20458,Blue and Violet Flowers,Emil Nolde,4327.0,1916,Oil on burlap,"26 1/4 x 33 1/4"" (66.6 x 84.5 cm)",Gift of Mr. and Mrs. Werner E. Josten,555.1956,Painting,Painting & Sculpture,1956-11-08,Y,79958,,,,66.6,,,84.5,,"German, 1867–1956",German,Male,1867.0,1956.0
20459,The Old Mill,Chaim Soutine,5543.0,c. 1922-23,Oil on canvas,"26 1/8 x 32 3/8"" (66.4 x 82.2 cm)",Vladimir Horowitz and Bernard Davis Funds,557.1954,Painting,Painting & Sculpture,1954-12-16,Y,79960,,,,66.4,,,82.2,,"French, 1893–1943",French,Male,1893.0,1943.0
20460,"New York, VIII",Hedda Sterne,5653.0,1954,Acrylic on canvas,"6' 1/8"" x 42"" (183.2 x 106.7 cm)",Mr. and Mrs. Roy R. Neuberger Fund,558.1954,Painting,Painting & Sculpture,1954-12-16,Y,79961,,,,183.2,,,106.7,,"American, born Romania 1910–2011",American,Female,1910.0,0.0
20461,Multiplication of the Arcs,Yves Tanguy,5804.0,1954,Oil on canvas,"40 x 60"" (101.6 x 152.4 cm)",Mrs. Simon Guggenheim Fund,559.1954,Painting,Painting & Sculpture,1954-12-16,Y,79963,,,,101.6,,,152.4,,"American, born France. 1900–1955",American,Male,1900.0,1955.0
20462,Maya Women,Roberto Montenegro,4063.0,1926,Oil on canvas,"31 1/2 x 27 1/2"" (80 x 69.8 cm)",Gift of Nelson A. Rockefeller,560.1941,Painting,Painting & Sculpture,1941-12-10,Y,79966,,,,80.0,,,69.8,,"Mexican, 1885–1968",Mexican,Male,1885.0,1968.0
20463,The First Step,František Kupka,3302.0,1910-13? (dated on painting 1909),Oil on canvas,"32 3/4 x 51"" (83.2 x 129.6 cm)",Hillman Periodicals Fund,562.1956,Painting,Painting & Sculpture,1956-12-19,Y,79969,,,,83.2,,,129.6,,"Czech, 1871–1957",Czech,Male,1871.0,1957.0
20464,Mme Kupka among Verticals,František Kupka,3302.0,1910-11,Oil on canvas,"53 3/8 x 33 5/8"" (135.5 x 85.3 cm)",Hillman Periodicals Fund,563.1956,Painting,Painting & Sculpture,1956-12-19,Y,79971,,,,135.5,,,85.3,,"Czech, 1871–1957",Czech,Male,1871.0,1957.0
20465,Reclining Model,Jules Pascin,4514.0,c. 1925,Oil on canvas,"28 3/4 x 36 1/4"" (73 x 92.1 cm)",Gift of A. Conger Goodyear,564.1941,Painting,Painting & Sculpture,1941-12-10,Y,79973,,,,73.0,,,92.1,,"American, born Bulgaria. 1885–1930",American,Male,1885.0,1930.0
20466,The Musician Follot,František Kupka,3302.0,1911? (dated on painting 1910),Oil on canvas,"28 1/2 x 26 1/8"" (72.4 x 66.3 cm)",Hillman Periodicals Fund,564.1956,Painting,Painting & Sculpture,1956-12-19,Y,79974,,,,72.4,,,66.3,,"Czech, 1871–1957",Czech,Male,1871.0,1957.0
20467,Untitled,David Burliuk,877.0,1908,Oil on burlap,"23 x 25"" (58.3 x 63.5 cm)",Gift of Mr. and Mrs. Willian Feinberg (the donors retaining a life interest),564.1964,Painting,Painting & Sculpture,1964-06-29,Y,79975,,,,58.3,,,63.5,,"Ukrainian, 1882–1967",Ukrainian,Male,1882.0,1967.0
20468,Kangaroo Hunt,Peter Purves-Smith,4756.0,1939,Oil on canvas,"25 1/2 x 36 1/2"" (64.8 x 92.7 cm)",Purchase,567.1941,Painting,Painting & Sculpture,1941-12-10,Y,79978,,,,64.8,,,92.7,,"Australian, 1913–1949",Australian,Male,1913.0,1949.0
20469,Across the Lethe,John Day,1416.0,1962,Oil and collage on canvas,"60 x 50 1/8"" (152.4 x 127.3 cm)",Gift of the artist through the Ford Foundation Purchase Program,567.1964,Painting,Painting & Sculpture,1964-10-06,Y,79979,,,,152.4,,,127.3,,"American, 1932–1982",American,Male,1932.0,1982.0
20470,"African Play, IV",Willi Baumeister,392.0,1942,Oil on board,"14 1/8 x 18 1/8"" (35.7 x 45.9 cm)",Gift of Mr. and Mrs. F. Taylor Ostrander,568.1966,Painting,Painting & Sculpture,1966-12-28,Y,79980,,,,35.7,,,45.9,,"German, 1889–1955",German,Male,1889.0,1955.0
20471,Abstract Painting,Ad Reinhardt,4856.0,1960-61,Oil on canvas,"60 x 60"" (152.4 x 152.4 cm)",Purchase (by exchange),570.1963,Painting,Painting & Sculpture,1963-11-12,Y,79982,,,,152.4,,,152.4,,"American, 1913–1967",American,Male,1913.0,1967.0
20472,Two Men,Joseph Hirsch,2667.0,1937,Oil on canvas,"18 1/8 x 48 1/4"" (46 x 122.5 cm)",Abby Aldrich Rockefeller Fund,572.1939,Painting,Painting & Sculpture,1939-05-05,Y,79983,,,,46.0,,,122.5,,"American, 1910–1981",American,Male,1910.0,1981.0
20473,Ships Near Cumberland Coast,Lawrence Stephen Lowry,3613.0,1963,Oil on board,"11 7/8 x 19 1/4"" (30.1 x 48.7 cm)",Blanchette Hooker Rockefeller Fund,572.1964,Painting,Painting & Sculpture,1964-10-06,Y,79984,,,,30.1,,,48.7,,"British, 1887–1976",British,Male,1887.0,1976.0
